customer_key,customer_number,customer_name,age_group,cust_segmentation,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,time_spam,avg_order_value,avg_monthly_value,active_customer
9530,AW00020529,Destiny Jackson,60 & Above,New,2013-07-06,141,1,1174.0,2.0,2,0,1174.0,1174.0,False
9531,AW00020530,Mariah Jenkins,60 & Above,New,2013-04-30,144,1,104.0,4.0,4,0,104.0,104.0,False
9542,AW00020541,Allison Hernandez,60 & Above,New,2013-07-07,141,1,1174.0,2.0,2,0,1174.0,1174.0,False
9544,AW00020543,Seth Miller,60 & Above,New,2013-07-30,141,1,2492.0,4.0,4,0,2492.0,2492.0,False
9545,AW00020544,Dalton Hall,60 & Above,New,2013-07-06,141,1,2457.0,3.0,3,0,2457.0,2457.0,False
9546,AW00020545,Vanessa Butler,60 & Above,New,2013-08-14,140,1,2542.0,5.0,5,0,2542.0,2542.0,False
9547,AW00020546,Ruth Fernandez,60 & Above,Regular,2013-11-14,137,2,3246.0,6.0,6,18,1623.0,180.33,False
9549,AW00020548,Phillip Rodriguez,60 & Above,Regular,2013-11-21,137,2,3132.0,5.0,5,19,1566.0,164.84,False
9550,AW00020549,Jennifer Morris,60 & Above,Regular,2013-10-29,138,2,3105.0,3.0,3,18,1552.5,172.5,False
9553,AW00020552,Heather Liang,50-59,Regular,2013-12-03,137,2,3034.0,4.0,4,30,1517.0,101.13,False
9554,AW00020553,Damien Xie,60 & Above,New,2013-11-24,137,1,2355.0,2.0,2,0,2355.0,2355.0,False
9556,AW00020555,Kelvin Raje,60 & Above,Regular,2013-11-07,137,2,3154.0,4.0,4,18,1577.0,175.22,False
9557,AW00020556,Glenn Sun,50-59,Regular,2013-11-02,138,2,3125.0,3.0,3,18,1562.5,173.61,False
9559,AW00020558,Brianna Stewart,60 & Above,Regular,2013-12-12,136,2,3019.0,2.0,2,29,1509.5,104.1,False
9561,AW00020560,Mindy Raji,40-49,Regular,2013-11-06,137,2,3162.0,6.0,6,18,1581.0,175.67,False
9562,AW00020561,Willie Liu,60 & Above,Regular,2013-12-19,136,2,3139.0,3.0,3,28,1569.5,112.11,False
9563,AW00020562,Jim Rodman,50-59,Regular,2013-12-22,136,2,2994.0,2.0,2,28,1497.0,106.93,False
9565,AW00020564,Jessie Gao,60 & Above,Regular,2013-12-05,136,2,3059.0,4.0,4,27,1529.5,113.3,False
9568,AW00020567,Nicolas Anand,60 & Above,Regular,2013-12-01,137,2,3074.0,3.0,3,24,1537.0,128.08,False
9570,AW00020569,Patricia Patel,60 & Above,Regular,2013-12-13,136,2,3114.0,5.0,5,25,1557.0,124.56,False
9571,AW00020570,George Martinez,60 & Above,New,2013-04-17,144,1,115.0,4.0,4,0,115.0,115.0,False
9574,AW00020573,Megan Ward,40-49,New,2013-11-19,137,1,2415.0,2.0,2,0,2415.0,2415.0,False
9576,AW00020575,Stacey Cai,60 & Above,Regular,2013-12-15,136,2,3095.0,6.0,6,24,1547.5,128.96,False
9577,AW00020576,Johnathan Kapoor,60 & Above,Regular,2013-12-03,137,2,3148.0,4.0,4,23,1574.0,136.87,False
9578,AW00020577,Sheila Romero,60 & Above,Regular,2013-12-04,136,2,3080.0,3.0,3,23,1540.0,133.91,False
9582,AW00020581,Ruth Sanchez,60 & Above,New,2013-11-01,138,1,2440.0,2.0,2,0,2440.0,2440.0,False
9583,AW00020582,Desiree Bradley,60 & Above,New,2013-07-27,141,1,142.0,5.0,5,0,142.0,142.0,False
9585,AW00020584,Molly Schmidt,60 & Above,Regular,2013-11-25,137,2,3140.0,4.0,4,19,1570.0,165.26,False
9588,AW00020587,Shannon Johnston,60 & Above,New,2013-11-02,138,1,2379.0,5.0,5,0,2379.0,2379.0,False
9590,AW00020589,Mackenzie Rogers,60 & Above,New,2013-11-10,137,1,2345.0,4.0,4,0,2345.0,2345.0,False
9591,AW00020590,Todd Zhang,60 & Above,Regular,2013-11-15,137,2,3127.0,4.0,4,18,1563.5,173.72,False
9593,AW00020592,Jorge Liu,60 & Above,Regular,2013-12-15,136,2,3113.0,4.0,4,22,1556.5,141.5,False
9598,AW00020597,Carly Beck,60 & Above,New,2013-06-10,142,1,120.0,4.0,4,0,120.0,120.0,False
9599,AW00020598,Jackson Powell,60 & Above,Regular,2013-11-13,137,2,3100.0,3.0,3,18,1550.0,172.22,False
9601,AW00020600,Dennis Hu,30-39,VIP,2013-07-18,141,2,6056.0,3.0,3,20,3028.0,302.8,False
9607,AW00020606,Jocelyn Coleman,40-49,VIP,2013-07-19,141,2,6054.0,3.0,3,20,3027.0,302.7,False
9609,AW00020608,Cara Hu,40-49,VIP,2013-07-27,141,2,6035.0,4.0,4,20,3017.5,301.75,False
9610,AW00020609,Fernando Bryant,40-49,VIP,2013-07-04,141,2,6117.0,6.0,6,19,3058.5,321.95,False
9611,AW00020610,Jessie Zhou,40-49,VIP,2013-07-23,141,2,6021.0,2.0,2,20,3010.5,301.05,False
9612,AW00020611,Carla Sullivan,40-49,VIP,2013-07-28,141,2,6021.0,2.0,2,20,3010.5,301.05,False
9613,AW00020612,Colin Yang,40-49,VIP,2013-07-06,141,2,6060.0,5.0,5,19,3030.0,318.95,False
9614,AW00020613,Lindsay Raje,40-49,VIP,2013-07-15,141,2,6056.0,3.0,3,20,3028.0,302.8,False
9615,AW00020614,Gregory Shan,40-49,VIP,2013-07-11,141,2,6035.0,4.0,4,19,3017.5,317.63,False
9616,AW00020615,Laura Wu,40-49,VIP,2013-07-03,142,2,6060.0,5.0,5,19,3030.0,318.95,False
9617,AW00020616,Kristi Serrano,40-49,VIP,2013-07-03,142,2,6093.0,5.0,5,19,3046.5,320.68,False
9618,AW00020617,Chloe Johnson,40-49,VIP,2013-08-18,140,2,6058.0,4.0,4,19,3029.0,318.84,False
9621,AW00020620,Victoria Cook,40-49,VIP,2013-08-24,140,2,6044.0,5.0,5,20,3022.0,302.2,False
9622,AW00020621,Meredith Alonso,40-49,VIP,2013-08-07,140,2,6117.0,6.0,6,20,3058.5,305.85,False
9623,AW00020622,Jerome Suarez,40-49,VIP,2013-08-11,140,2,6139.0,5.0,5,19,3069.5,323.11,False
9624,AW00020623,Ruth Garcia,40-49,VIP,2013-08-24,140,2,6093.0,5.0,5,20,3046.5,304.65,False
9625,AW00020624,Deborah Shan,40-49,VIP,2013-08-26,140,2,6021.0,2.0,2,20,3010.5,301.05,False
9626,AW00020625,Rafael Yuan,40-49,VIP,2013-08-08,140,2,6029.0,3.0,3,19,3014.5,317.32,False
9627,AW00020626,Jarrod Sara,40-49,VIP,2013-08-15,140,2,6038.0,4.0,4,20,3019.0,301.9,False
9628,AW00020627,Theresa Navarro,40-49,VIP,2013-08-23,140,2,6044.0,5.0,5,20,3022.0,302.2,False
9629,AW00020628,Rodney Gutierrez,40-49,VIP,2013-08-05,140,2,6056.0,3.0,3,19,3028.0,318.74,False
9630,AW00020629,Bonnie Raje,40-49,VIP,2013-07-31,141,2,6060.0,5.0,5,19,3030.0,318.95,False
9639,AW00020638,Thomas Collins,60 & Above,New,2013-08-12,140,1,2478.0,3.0,3,0,2478.0,2478.0,False
9640,AW00020639,Emily Ross,60 & Above,New,2013-08-19,140,1,2466.0,4.0,4,0,2466.0,2466.0,False
9641,AW00020640,Noah Turner,60 & Above,New,2013-08-17,140,1,2498.0,2.0,2,0,2498.0,2498.0,False
9642,AW00020641,Isabella Robinson,50-59,New,2013-09-17,139,1,2457.0,3.0,3,0,2457.0,2457.0,False
9643,AW00020642,Patricia Prasad,50-59,New,2013-10-16,138,1,2452.0,2.0,2,0,2452.0,2452.0,False
9645,AW00020644,Patrick Brooks,60 & Above,New,2013-10-29,138,1,2457.0,3.0,3,0,2457.0,2457.0,False
9646,AW00020645,Xavier Stewart,40-49,New,2013-08-09,140,1,1143.0,4.0,4,0,1143.0,1143.0,False
9647,AW00020646,Ryan Chen,40-49,New,2013-08-24,140,1,1198.0,4.0,4,0,1198.0,1198.0,False
9648,AW00020647,Jared Bailey,40-49,New,2013-08-13,140,1,1155.0,2.0,2,0,1155.0,1155.0,False
9649,AW00020648,Jordan Mitchell,40-49,New,2013-11-28,137,1,2457.0,3.0,3,0,2457.0,2457.0,False
9650,AW00020649,Natalie Ramirez,40-49,New,2013-12-17,136,1,2488.0,4.0,4,0,2488.0,2488.0,False
9651,AW00020650,Bryan Gray,40-49,New,2013-08-05,140,1,1174.0,2.0,2,0,1174.0,1174.0,False
9652,AW00020651,Timothy Cooper,40-49,Regular,2013-11-06,137,2,3198.0,4.0,4,17,1599.0,188.12,False
9653,AW00020652,Amanda Scott,40-49,New,2013-08-18,140,1,1174.0,2.0,2,0,1174.0,1174.0,False
9654,AW00020653,Jessica White,40-49,New,2013-08-02,141,1,1155.0,2.0,2,0,1155.0,1155.0,False
9655,AW00020654,Taylor Murphy,40-49,New,2013-08-16,140,1,1170.0,2.0,2,0,1170.0,1170.0,False
9657,AW00020656,Marcus Perry,40-49,Regular,2013-11-14,137,2,3245.0,3.0,3,17,1622.5,190.88,False
9658,AW00020657,Blake Russell,50-59,New,2013-08-19,140,1,1193.0,5.0,5,0,1193.0,1193.0,False
9659,AW00020658,Kaylee Campbell,40-49,New,2013-12-05,136,1,2457.0,3.0,3,0,2457.0,2457.0,False
9660,AW00020659,Xavier Baker,40-49,New,2013-12-25,136,1,2466.0,4.0,4,0,2466.0,2466.0,False
9661,AW00020660,Christina Cox,50-59,New,2013-07-31,141,1,1179.0,3.0,3,0,1179.0,1179.0,False
9662,AW00020661,Taylor Diaz,50-59,New,2013-08-14,140,1,1174.0,2.0,2,0,1174.0,1174.0,False
9663,AW00020662,Taylor Perry,50-59,New,2012-12-28,148,1,1751.0,2.0,2,0,1751.0,1751.0,False
9664,AW00020663,Kaitlyn Stewart,40-49,New,2013-02-22,146,1,1751.0,2.0,2,0,1751.0,1751.0,False
9665,AW00020664,Isaiah Watson,50-59,New,2013-03-18,145,1,1765.0,4.0,4,0,1765.0,1765.0,False
9666,AW00020665,James Evans,50-59,Regular,2013-12-12,136,2,4408.0,5.0,5,17,2204.0,259.29,False
9667,AW00020666,Lacey Rai,50-59,New,2013-02-28,146,1,1715.0,3.0,3,0,1715.0,1715.0,False
9668,AW00020667,Jodi Pal,50-59,New,2013-04-11,144,1,1776.0,3.0,3,0,1776.0,1776.0,False
9669,AW00020668,Eric Rothenberg,50-59,New,2013-04-27,144,1,1751.0,2.0,2,0,1751.0,1751.0,False
9670,AW00020669,Rachel Ross,40-49,Regular,2013-12-04,136,2,3169.0,2.0,2,17,1584.5,186.41,False
9671,AW00020670,Julia Cox,40-49,Regular,2013-12-16,136,2,3228.0,4.0,4,17,1614.0,189.88,False
9672,AW00020671,Ronald Sanchez,40-49,New,2013-04-19,144,1,1736.0,2.0,2,0,1736.0,1736.0,False
9673,AW00020672,Fernando Ross,40-49,New,2013-05-06,143,1,1751.0,2.0,2,0,1751.0,1751.0,False
9674,AW00020673,Dylan Washington,40-49,New,2013-06-22,142,1,1755.0,2.0,2,0,1755.0,1755.0,False
9675,AW00020674,Samuel Butler,40-49,New,2013-08-02,141,1,1143.0,4.0,4,0,1143.0,1143.0,False
9676,AW00020675,Natalie Martin,40-49,New,2013-08-02,141,1,1155.0,2.0,2,0,1155.0,1155.0,False
9678,AW00020677,Trinity Bailey,40-49,New,2013-08-06,140,1,1184.0,4.0,4,0,1184.0,1184.0,False
9679,AW00020678,Martha Lin,40-49,New,2013-08-13,140,1,1155.0,2.0,2,0,1155.0,1155.0,False
9681,AW00020680,Ashley Anderson,40-49,Regular,2013-12-26,136,2,3219.0,3.0,3,18,1609.5,178.83,False
9683,AW00020682,John Davis,50-59,New,2013-07-11,141,1,1736.0,2.0,2,0,1736.0,1736.0,False
9684,AW00020683,Amanda Mitchell,50-59,New,2013-07-01,142,1,1736.0,2.0,2,0,1736.0,1736.0,False
9685,AW00020684,Olivia Lee,50-59,New,2013-07-25,141,1,1730.0,3.0,3,0,1730.0,1730.0,False
9686,AW00020685,Mariah Powell,50-59,New,2013-08-27,140,1,1155.0,2.0,2,0,1155.0,1155.0,False
9687,AW00020686,Lucas Nelson,50-59,New,2013-08-04,140,1,1151.0,4.0,4,0,1151.0,1151.0,False
9694,AW00020693,Zachary Perry,50-59,New,2013-08-27,140,1,1155.0,2.0,2,0,1155.0,1155.0,False
9695,AW00020694,Daniel Anderson,50-59,New,2013-03-01,146,1,147.0,3.0,3,0,147.0,147.0,False
9700,AW00020699,Hunter Wang,50-59,New,2013-08-04,140,1,1209.0,3.0,3,0,1209.0,1209.0,False
9701,AW00020700,Marcus Scott,50-59,New,2013-08-04,140,1,1243.0,6.0,6,0,1243.0,1243.0,False
9702,AW00020701,Liz Anderson,40-49,New,2013-08-27,140,1,1155.0,2.0,2,0,1155.0,1155.0,False
9703,AW00020702,Oscar Ross,50-59,New,2013-07-20,141,1,1751.0,2.0,2,0,1751.0,1751.0,False
9704,AW00020703,Seth White,50-59,New,2013-08-08,140,1,1736.0,2.0,2,0,1736.0,1736.0,False
9707,AW00020706,Haley Gonzalez,50-59,New,2013-08-28,140,1,1760.0,3.0,3,0,1760.0,1760.0,False
9708,AW00020707,Danielle Stewart,50-59,New,2013-08-19,140,1,1751.0,2.0,2,0,1751.0,1751.0,False
9709,AW00020708,Devin Thompson,40-49,Regular,2013-12-07,136,2,4406.0,4.0,4,16,2203.0,275.38,False
9710,AW00020709,Samuel Evans,50-59,New,2013-08-05,140,1,1730.0,3.0,3,0,1730.0,1730.0,False
9711,AW00020710,Andres Raje,40-49,Regular,2013-04-26,144,2,3240.0,4.0,4,14,1620.0,231.43,False
9712,AW00020711,Ebony Sanz,40-49,Regular,2013-05-26,143,2,3240.0,4.0,4,15,1620.0,216.0,False
9713,AW00020712,Colin Huang,40-49,Regular,2013-06-09,142,2,3261.0,3.0,3,15,1630.5,217.4,False
9714,AW00020713,Kathleen Gill,40-49,Regular,2013-11-26,137,2,3422.0,5.0,5,21,1711.0,162.95,False
9715,AW00020714,Christine Beck,40-49,New,2013-03-12,145,1,188.0,3.0,3,0,188.0,188.0,False
9716,AW00020715,Henry Kapoor,40-49,New,2013-08-08,140,1,196.0,4.0,4,0,196.0,196.0,False
9717,AW00020716,Kristina Arun,40-49,Regular,2013-12-10,136,3,3911.0,6.0,6,19,1303.67,205.84,False
9718,AW00020717,Chelsea Ray,40-49,Regular,2013-06-28,142,2,3240.0,4.0,4,16,1620.0,202.5,False
9719,AW00020718,Ricky Ruiz,40-49,Regular,2013-10-31,138,2,3283.0,4.0,4,20,1641.5,164.15,False
9720,AW00020719,Lawrence Alvarez,40-49,Regular,2013-05-21,143,2,1947.0,4.0,4,12,973.5,162.25,False
9721,AW00020720,Regina Subram,40-49,Regular,2013-05-24,143,2,1938.0,3.0,3,12,969.0,161.5,False
9723,AW00020722,Kellie Serrano,40-49,New,2013-05-17,143,3,2378.0,6.0,6,10,792.67,237.8,False
9724,AW00020723,Cedric Zhu,40-49,New,2013-07-20,141,1,144.0,4.0,4,0,144.0,144.0,False
9727,AW00020726,Beth Romero,40-49,New,2013-06-01,143,2,1941.0,5.0,5,11,970.5,176.45,False
9729,AW00020728,Cedric Chande,40-49,New,2013-06-05,142,1,709.0,4.0,4,0,709.0,709.0,False
9736,AW00020735,Caitlin Cooper,30-39,New,2013-08-15,140,1,1120.0,1.0,1,0,1120.0,1120.0,False
9737,AW00020736,Alexandra Howard,40-49,Regular,2013-12-21,136,2,3194.0,3.0,3,17,1597.0,187.88,False
9738,AW00020737,Victoria Griffin,60 & Above,New,2014-01-21,135,1,129.0,3.0,3,0,129.0,129.0,False
9742,AW00020741,Jocelyn Foster,60 & Above,New,2013-04-24,144,1,120.0,2.0,2,0,120.0,120.0,False
9743,AW00020742,Isabella Stewart,60 & Above,New,2013-10-05,138,1,129.0,3.0,3,0,129.0,129.0,False
9745,AW00020744,Amanda Barnes,60 & Above,New,2013-12-06,136,1,549.0,2.0,2,0,549.0,549.0,False
9749,AW00020748,Stephanie Watson,60 & Above,New,2013-04-16,144,1,124.0,2.0,2,0,124.0,124.0,False
9750,AW00020749,Joan Morgan,60 & Above,New,2013-11-29,137,1,625.0,3.0,3,0,625.0,625.0,False
9751,AW00020750,Katherine King,60 & Above,New,2013-08-23,140,1,1184.0,4.0,4,0,1184.0,1184.0,False
9752,AW00020751,Jermaine Arthur,60 & Above,New,2013-12-13,136,1,575.0,2.0,2,0,575.0,575.0,False
9754,AW00020753,Taylor Kelly,50-59,New,2013-12-21,136,1,540.0,1.0,1,0,540.0,540.0,False
9756,AW00020755,Alex Lopez,60 & Above,New,2013-08-17,140,1,1164.0,3.0,3,0,1164.0,1164.0,False
9759,AW00020758,Jesse Sanders,50-59,New,2013-04-19,144,1,129.0,3.0,3,0,129.0,129.0,False
9763,AW00020762,Jennifer King,50-59,New,2013-12-15,136,1,124.0,2.0,2,0,124.0,124.0,False
9764,AW00020763,Lucas Carter,60 & Above,New,2013-06-19,142,1,124.0,2.0,2,0,124.0,124.0,False
9766,AW00020765,Wyatt Lopez,60 & Above,New,2013-08-12,140,1,1179.0,3.0,3,0,1179.0,1179.0,False
9768,AW00020767,Rachel Thomas,60 & Above,New,2013-09-25,139,1,1120.0,1.0,1,0,1120.0,1120.0,False
9769,AW00020768,Marshall Nara,60 & Above,New,2013-09-19,139,1,1170.0,2.0,2,0,1170.0,1170.0,False
9783,AW00020782,Alan Ye,40-49,New,2013-09-10,139,1,1197.0,5.0,5,0,1197.0,1197.0,False
9786,AW00020785,Isabella Taylor,40-49,New,2013-09-05,139,1,1145.0,2.0,2,0,1145.0,1145.0,False
9788,AW00020787,Bridget Pal,40-49,New,2013-09-18,139,1,1134.0,3.0,3,0,1134.0,1134.0,False
9794,AW00020793,Gary Martin,40-49,New,2013-08-24,140,1,1205.0,3.0,3,0,1205.0,1205.0,False
9799,AW00020798,Mathew Munoz,60 & Above,New,2013-07-09,141,1,124.0,4.0,4,0,124.0,124.0,False
9808,AW00020807,Jordan Foster,60 & Above,Regular,2013-12-28,136,2,3249.0,5.0,5,22,1624.5,147.68,False
9809,AW00020808,Julie Jai,50-59,Regular,2013-06-26,142,2,1938.0,3.0,3,12,969.0,161.5,False
9812,AW00020811,Calvin Shan,60 & Above,Regular,2013-06-01,143,2,3270.0,4.0,4,14,1635.0,233.57,False
9813,AW00020812,Preston Prasad,30-39,Regular,2013-02-28,146,2,4127.0,3.0,3,14,2063.5,294.79,False
9815,AW00020814,Margaret Lu,40-49,Regular,2013-03-14,145,2,4186.0,5.0,5,14,2093.0,299.0,False
9816,AW00020815,Tracy Andersen,40-49,Regular,2013-03-06,145,2,4118.0,2.0,2,14,2059.0,294.14,False
9817,AW00020816,Connor Ross,30-39,Regular,2013-03-16,145,2,4228.0,6.0,6,14,2114.0,302.0,False
9818,AW00020817,Geoffrey Rodriguez,40-49,Regular,2013-03-15,145,2,4118.0,2.0,2,15,2059.0,274.53,False
9819,AW00020818,Rachel Powell,40-49,Regular,2013-03-15,145,2,4231.0,6.0,6,14,2115.5,302.21,False
9820,AW00020819,Raymond Madan,40-49,Regular,2013-03-13,145,2,4182.0,3.0,3,15,2091.0,278.8,False
9821,AW00020820,Kathleen Rubio,40-49,Regular,2013-03-13,145,2,4143.0,4.0,4,15,2071.5,276.2,False
9822,AW00020821,Hany Morcos,40-49,Regular,2013-03-29,145,2,4118.0,2.0,2,15,2059.0,274.53,False
9823,AW00020822,Shannon Ruiz,40-49,Regular,2013-03-09,145,2,4134.0,5.0,5,14,2067.0,295.29,False
9824,AW00020823,Troy Martinez,40-49,Regular,2013-04-01,145,2,4217.0,4.0,4,15,2108.5,281.13,False
9825,AW00020824,Derek Xu,60 & Above,New,2012-12-29,148,2,2513.0,4.0,4,9,1256.5,279.22,False
9826,AW00020825,Pamela Kapoor,60 & Above,Regular,2013-07-10,141,2,3226.0,2.0,2,15,1613.0,215.07,False
9827,AW00020826,Jillian Raman,50-59,New,2013-07-31,141,1,1173.0,4.0,4,0,1173.0,1173.0,False
9829,AW00020828,Jaclyn Shan,50-59,Regular,2013-06-26,142,2,1938.0,3.0,3,12,969.0,161.5,False
9830,AW00020829,Andy Diaz,50-59,New,2013-06-12,142,2,1962.0,4.0,4,11,981.0,178.36,False
9831,AW00020830,Whitney Martinez,50-59,Regular,2013-06-25,142,2,1966.0,4.0,4,12,983.0,163.83,False
9832,AW00020831,Drew Xu,50-59,Regular,2013-06-18,142,2,2012.0,5.0,5,12,1006.0,167.67,False
9833,AW00020832,Kelvin Tang,50-59,New,2013-01-24,147,2,2534.0,3.0,3,10,1267.0,253.4,False
9834,AW00020833,Douglas Sai,50-59,New,2013-06-02,143,2,1903.0,2.0,2,11,951.5,173.0,False
9835,AW00020834,Brenda Kapoor,50-59,New,2013-01-13,147,2,2567.0,5.0,5,10,1283.5,256.7,False
9836,AW00020835,Ruben Gutierrez,60 & Above,Regular,2013-08-18,140,2,2002.0,6.0,6,13,1001.0,154.0,False
9837,AW00020836,Stanley Chandra,40-49,Regular,2013-08-19,140,2,1938.0,3.0,3,12,969.0,161.5,False
9838,AW00020837,Jimmy Rubio,60 & Above,New,2013-01-26,147,2,2548.0,5.0,5,10,1274.0,254.8,False
9839,AW00020838,Chloe Jones,60 & Above,New,2013-02-14,146,2,2542.0,6.0,6,10,1271.0,254.2,False
9840,AW00020839,Courtney Lopez,60 & Above,New,2013-02-08,146,2,2511.0,4.0,4,10,1255.5,251.1,False
9842,AW00020841,Jésus Alonso,50-59,Regular,2013-08-08,140,2,1938.0,3.0,3,12,969.0,161.5,False
9843,AW00020842,Tyrone Moreno,50-59,Regular,2013-09-06,139,2,1952.0,5.0,5,13,976.0,150.15,False
9844,AW00020843,Jose Shan,50-59,Regular,2013-09-11,139,2,1903.0,2.0,2,13,951.5,146.38,False
9845,AW00020844,Nicolas Pal,40-49,New,2013-08-16,140,1,1155.0,2.0,2,0,1155.0,1155.0,False
9846,AW00020845,Barry Malhotra,50-59,Regular,2013-09-09,139,2,1957.0,3.0,3,13,978.5,150.54,False
9847,AW00020846,Lee Alonso,60 & Above,New,2013-08-27,140,1,1174.0,2.0,2,0,1174.0,1174.0,False
9848,AW00020847,Kyle Young,60 & Above,Regular,2013-09-16,139,2,1947.0,4.0,4,12,973.5,162.25,False
9849,AW00020848,Vincent Liu,60 & Above,New,2013-02-25,146,2,2558.0,4.0,4,10,1279.0,255.8,False
9851,AW00020850,Lance Navarro,40-49,New,2013-03-15,145,2,2557.0,6.0,6,11,1278.5,232.45,False
9852,AW00020851,Frank Sanz,40-49,New,2013-04-17,144,2,2519.0,3.0,3,11,1259.5,229.0,False
9853,AW00020852,Yolanda Raje,40-49,New,2013-04-16,144,2,2547.0,4.0,4,10,1273.5,254.7,False
9854,AW00020853,Jarrod Rana,40-49,New,2013-08-18,140,1,1147.0,3.0,3,0,1147.0,1147.0,False
9855,AW00020854,Kara Raji,50-59,Regular,2013-09-16,139,2,1938.0,3.0,3,12,969.0,161.5,False
9856,AW00020855,Abigail Ross,40-49,New,2013-08-04,140,1,1155.0,2.0,2,0,1155.0,1155.0,False
9857,AW00020856,Tiffany Hu,50-59,New,2013-04-17,144,2,2484.0,2.0,2,10,1242.0,248.4,False
9858,AW00020857,Jerry Becker,50-59,New,2013-09-11,139,1,1120.0,1.0,1,0,1120.0,1120.0,False
9859,AW00020858,Damien Stone,50-59,New,2013-08-30,140,1,1155.0,2.0,2,0,1155.0,1155.0,False
9860,AW00020859,Roy Romero,40-49,Regular,2013-05-17,143,2,2509.0,3.0,3,12,1254.5,209.08,False
9861,AW00020860,Preston Lopez,50-59,New,2013-06-12,142,3,2379.0,5.0,5,9,793.0,264.33,False
9862,AW00020861,Nicolas Nara,50-59,New,2013-06-15,142,3,2367.0,9.0,9,8,789.0,295.88,False
9863,AW00020862,Marshall Sutton,40-49,Regular,2013-07-21,141,2,3240.0,4.0,4,14,1620.0,231.43,False
9864,AW00020863,Erica Xu,50-59,Regular,2013-08-23,140,2,3261.0,3.0,3,14,1630.5,232.93,False
9865,AW00020864,Grace Howard,50-59,Regular,2013-09-14,139,2,3234.0,3.0,3,15,1617.0,215.6,False
9867,AW00020866,David Jones,60 & Above,Regular,2013-12-15,136,2,3158.0,3.0,3,18,1579.0,175.44,False
9870,AW00020869,David Martinez,40-49,New,2013-05-23,143,2,2543.0,4.0,4,11,1271.5,231.18,False
9871,AW00020870,Jaime Moreno,50-59,New,2013-09-16,139,2,1938.0,3.0,3,11,969.0,176.18,False
9873,AW00020872,Theodore Moreno,40-49,New,2013-05-22,143,2,2519.0,3.0,3,11,1259.5,229.0,False
9875,AW00020874,Edwin Lal,50-59,New,2013-09-29,139,2,1962.0,4.0,4,11,981.0,178.36,False
9876,AW00020875,Julia Washington,50-59,New,2013-05-21,143,2,2519.0,3.0,3,11,1259.5,229.0,False
9877,AW00020876,Jackson Alexander,50-59,Regular,2013-10-21,138,2,1938.0,3.0,3,12,969.0,161.5,False
9878,AW00020877,Richard Ross,50-59,New,2013-09-18,139,1,1120.0,1.0,1,0,1120.0,1120.0,False
9879,AW00020878,Erika Ortega,40-49,New,2013-10-19,138,1,1155.0,2.0,2,0,1155.0,1155.0,False
9880,AW00020879,Pamela Sanchez,40-49,Regular,2013-09-22,139,2,3284.0,6.0,6,15,1642.0,218.93,False
9881,AW00020880,Isabella Washington,40-49,New,2013-05-15,143,2,2519.0,3.0,3,10,1259.5,251.9,False
9883,AW00020882,Sabrina Suarez,40-49,New,2013-11-12,137,1,1170.0,2.0,2,0,1170.0,1170.0,False
9884,AW00020883,Latoya Rai,40-49,New,2013-11-16,137,1,1149.0,3.0,3,0,1149.0,1149.0,False
9885,AW00020884,Darren Schmidt,50-59,New,2013-11-08,137,1,1229.0,4.0,4,0,1229.0,1229.0,False
9886,AW00020885,Terry Xie,50-59,New,2013-05-21,143,2,2519.0,3.0,3,10,1259.5,251.9,False
9887,AW00020886,Bruce Raman,50-59,New,2013-05-05,143,2,2534.0,3.0,3,10,1267.0,253.4,False
9888,AW00020887,Damien Li,50-59,New,2013-11-10,137,1,1164.0,3.0,3,0,1164.0,1164.0,False
9889,AW00020888,Clayton Raje,50-59,New,2013-11-14,137,1,1174.0,2.0,2,0,1174.0,1174.0,False
9891,AW00020890,Clayton Anand,50-59,New,2013-06-21,142,2,2528.0,4.0,4,10,1264.0,252.8,False
9892,AW00020891,Darrell Anand,40-49,New,2013-06-02,143,1,590.0,2.0,2,0,590.0,590.0,False
9893,AW00020892,Henry Sara,50-59,Regular,2013-10-07,138,2,3240.0,4.0,4,15,1620.0,216.0,False
9895,AW00020894,Alyssa Thomas,50-59,New,2013-11-24,137,1,1155.0,2.0,2,0,1155.0,1155.0,False
9896,AW00020895,Ruben Jimenez,50-59,New,2013-12-01,137,1,1120.0,1.0,1,0,1120.0,1120.0,False
9897,AW00020896,Arthur Sai,50-59,Regular,2013-10-11,138,2,1957.0,3.0,3,12,978.5,163.08,False
9902,AW00020901,Chad Xu,50-59,New,2013-12-09,136,1,1120.0,1.0,1,0,1120.0,1120.0,False
9906,AW00020905,Jessie Munoz,50-59,New,2013-12-19,136,1,1155.0,2.0,2,0,1155.0,1155.0,False
9911,AW00020910,Carolyn Malhotra,40-49,New,2013-09-25,139,1,614.0,5.0,5,0,614.0,614.0,False
9912,AW00020911,Katrina Raje,50-59,New,2013-11-12,137,1,612.0,3.0,3,0,612.0,612.0,False
9913,AW00020912,Christy Hu,50-59,New,2013-10-08,138,3,2373.0,7.0,7,11,791.0,215.73,False
9914,AW00020913,Wesley Liu,50-59,New,2013-10-25,138,2,1947.0,4.0,4,11,973.5,177.0,False
9915,AW00020914,Gilbert Zeng,40-49,New,2013-10-13,138,2,1926.0,5.0,5,11,963.0,175.09,False
